"VM";"Powerstate";"Template";"SRM Placeholder";"Config status";"DNS Name";"Connection state";"Guest state";"Heartbeat";"Consolidation Needed";"PowerOn";"Suspend time";"Creation date";"Change Version";"CPUs";"Memory";"NICs";"Disks";"min Required EVC Mode Key ";"Latency Sensitivity";"EnableUUID";"CBT";"Primary IP Address";"Network #1";"Network #2";"Network #3";"Network #4";"Network #5";"Network #6";"Network #7";"Network #8";"Num Monitors";"Video Ram KiB";"Resource pool";"Folder";"vApp";"DAS protection";"FT State";"FT Latency";"FT Bandwidth";"FT Sec. Latency";"Provisioned MiB";"In Use MiB";"Unshared MiB";"HA Restart Priority";"HA Isolation Response";"HA VM Monitoring";"Cluster rule(s)";"Cluster rule name(s)";"Boot Required";"Boot delay";"Boot retry delay";"Boot retry enabled";"Boot BIOS setup";"Firmware";"HW version";"HW upgrade status";"HW upgrade policy";"HW target";"Path";"Log directory";"Snapshot directory";"Suspend directory";"Annotation";"FRBCK10";"Post-it";"Datacenter";"Cluster";"Host";"OS according to the configuration file";"OS according to the VMware Tools";"VM ID";"VM UUID";"VI SDK Server type";"VI SDK API Version";"VI SDK Server";"VI SDK UUID"
"EUADA11";"poweredOn";"False";"False";"green";"EUADA11.eu.stago.grp";"connected";"running";"green";"False";"45270,7503009259";;"44385,5052083333";"45299,3475";"2";"4096";"1";"2";"intel-ivybridge";"normal";"True";"True";"172.20.220.20";"Vlan 305";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Active-Directory";;"True";"notConfigured";"gray";"-1";"-1";"168038";"140958";"136759";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-017937] EUADA11/EUADA11.vmx";"[ssd-017937] EUADA11/";"[ssd-017937] EUADA11/";"[ssd-017937] EUADA11/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.75";"Microsoft Windows Server 2016 or later (64-bit)";"Microsoft Windows Server 2016 or later (64-bit)";"vm-326808";"42362235-e80b-b565-c8d1-b5068ef2e9f9";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"EUADA12";"poweredOn";"False";"False";"green";"EUADA12.eu.stago.grp";"connected";"running";"green";"False";"45284,750462963";;"44665,6645138889";"45297,9014351852";"2";"4096";"1";"2";"intel-ivybridge";"normal";"True";"True";"172.20.220.21";"Vlan 305";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Active-Directory";;"True";"notConfigured";"gray";"-1";"-1";"168041";"137555";"133353";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[pcc-008011] EUADA12/EUADA12.vmx";"[pcc-008011] EUADA12/";"[pcc-008011] EUADA12/";"[pcc-008011] EUADA12/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.74";"Microsoft Windows Server 2016 or later (64-bit)";"Microsoft Windows Server 2016 or later (64-bit)";"vm-410233";"4236ad28-29b4-e729-d6be-720526c5ccfe";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"EXADA01";"poweredOn";"False";"False";"green";"EXADA01.stago.ext";"connected";"running";"green";"False";"45134,6965277778";;"45034,4039236111";"45299,3715740741";"2";"4096";"1";"1";"intel-cascadelake";"normal";"True";"True";"172.31.98.227";"Vlan 36";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Active_Directory_Externe";;"True";"notConfigured";"gray";"-1";"-1";"86140";"31366";"27145";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-013658] EXADA01/EXADA01.vmx";"[ssd-013658] EXADA01/";"[ssd-013658] EXADA01/";"[ssd-013658] EXADA01/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.52";"Microsoft Windows Server 2016 or later (64-bit)";"Microsoft Windows Server 2019 (64-bit)";"vm-571393";"4236294f-3cc4-487b-7f3c-25f4cc4a5389";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRADA11";"poweredOn";"False";"False";"green";"FRADA11.stago.grp";"connected";"running";"green";"False";"45270,2506134259";;"44665,6651967593";"45297,8348726852";"4";"8192";"1";"2";"intel-ivybridge";"normal";"True";"True";"172.20.220.11";"Vlan 305";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Active-Directory";;"True";"notConfigured";"gray";"-1";"-1";"172180";"171503";"163163";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[pcc-008197] FRADA11/FRADA11.vmx";"[pcc-008197] FRADA11/";"[pcc-008197] FRADA11/";"[pcc-008197] FRADA11/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.78";"Microsoft Windows Server 2016 or later (64-bit)";"Microsoft Windows Server 2016 or later (64-bit)";"vm-410236";"42360ec9-1837-1991-574c-c605276c3442";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRADA12";"poweredOn";"False";"False";"green";"FRADA12.stago.grp";"connected";"running";"green";"False";"45284,2509375";;"44665,6658101852";"45297,835625";"4";"8192";"1";"2";"intel-ivybridge";"normal";"True";"True";"172.20.220.12";"Vlan 305";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Active-Directory";;"True";"notConfigured";"gray";"-1";"-1";"172250";"159167";"150757";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[pcc-008011] FRADA12/FRADA12.vmx";"[pcc-008011] FRADA12/";"[pcc-008011] FRADA12/";"[pcc-008011] FRADA12/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.76";"Microsoft Windows Server 2016 or later (64-bit)";"Microsoft Windows Server 2016 or later (64-bit)";"vm-410235";"42368de3-82d4-04a4-9144-bdd06b5d5cde";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRADA16";"poweredOn";"False";"False";"green";"FRADA16.stago.grp";"connected";"running";"green";"False";"45277,2502777778";;"25569,0416666667";"45298,2949537037";"2";"4096";"1";"1";"intel-cascadelake";"normal";"True";"True";"172.31.212.16";"Vlan 17";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-KMS";;"True";"notConfigured";"gray";"-1";"-1";"65645";"65575";"61369";;;;;;"False";"0";"10000";"False";"False";"efi";"11";"none";"never";;"[pcc-008129] FRADA16/FRADA16.vmx";"[pcc-008129] FRADA16/";"[pcc-008129] FRADA16/";"[pcc-008129] FRADA16/";"Serveur KMS";;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.73";"Microsoft Windows Server 2012 (64-bit)";"Microsoft Windows Server 2022 (64-bit)";"vm-8617";"4236c4e2-316d-5553-3eb1-7d98aa7ccd7a";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRAGR05";"poweredOn";"False";"False";"green";"FRAGR05.stago.grp";"connected";"running";"green";"False";"45238,5435648148";;"44698,4153125";"45291,5121527778";"1";"4096";"1";"2";"intel-cascadelake";"normal";"True";"True";"172.20.52.198";"Vlan 469";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337";;"True";"notConfigured";"gray";"-1";"-1";"147576";"37819";"33603";;;;;;"False";"0";"10000";"False";"False";"bios";"19";"none";"never";;"[ssd-013658] FRAGR05/FRAGR05.vmx";"[ssd-013658] FRAGR05/";"[ssd-013658] FRAGR05/";"[ssd-013658] FRAGR05/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.71";"Microsoft Windows Server 2012 (64-bit)";"Microsoft Windows Server 2019 (64-bit)";"vm-622170";"42261a83-dbc6-af9f-69bb-cb05b8736501";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRASN08";"poweredOn";"False";"False";"green";"FRASN08.stago.grp";"connected";"running";"green";"False";"45284,7516435185";;"25569,0416666667";"45281,7830324074";"4";"8192";"2";"13";"intel-cascadelake";"low";"True";"False";"172.31.100.217";"Vlan 303";"Stago-Stockage-Vlan3000";;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Fichiers";;"True";"notConfigured";"gray";"-1";"-1";"13316495";"11768341";"11759949";;;;;;"False";"0";"10000";"False";"False";"efi";"11";"none";"never";;"[ssd-018085] FRASN08/FRASN08.vmx";"[ssd-018085] FRASN08/";"[ssd-018085] FRASN08/";"[ssd-018085] FRASN08/";"MS Updates - 20170302 Vlan 17 60GB/4vcpu/8GB RAM";;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.73";"Microsoft Windows Server 2012 (64-bit)";"Microsoft Windows Server 2019 (64-bit)";"vm-15379";"564df76d-8035-6a8d-f9cd-2456ec45cdbc";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRAUT41";"poweredOn";"False";"False";"green";"FRAUT41.stago.grp";"connected";"running";"green";"False";"44768,6215625";;"25569,0416666667";"45298,6744328704";"2";"4096";"2";"1";"intel-ivybridge";"normal";;"True";"172.30.102.7";"Vlan 340";"Vlan 102";;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/T?l?phonie VOIP";;"True";"notConfigured";"gray";"-1";"-1";"86133";"85517";"81304";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[pcc-008128] FRAUT41/FRAUT41.vmx";"[pcc-008128] FRAUT41/";"[pcc-008128] FRAUT41/";"[pcc-008128] FRAUT41/";"Centre de gestion de la t?l?phonie";;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.71";"Microsoft Windows 7 (64-bit)";"Microsoft Windows 7 (64-bit)";"vm-444765";"4236413d-251a-1c84-524b-4473bdd7dc4d";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRAWSASSESS01";"poweredOn";"False";"False";"green";;"connected";"notRunning";"gray";"False";"44640,5266550926";;"44323,4245833333";"45232,3242939815";"4";"12288";"1";"1";"intel-ivybridge";"normal";"True";"True";;"STAGO-OVH-VLAN29";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/NIT-INFRA";"/pcc-178-33-102-147_datacenter4337/INFRA NIT";;"True";"notConfigured";"gray";"-1";"-1";"217172";"92953";"80581";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-013581] FRAWSASSESS01/FRAWSASSESS01.vmx";"[ssd-013581] FRAWSASSESS01/";"[ssd-013581] FRAWSASSESS01/";"[ssd-013581] FRAWSASSESS01/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.79";"Microsoft Windows Server 2016 or later (64-bit)";;"vm-307726";"4236d2c6-4657-a934-59e8-b97dc423bbfa";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRBCK02";"poweredOn";"False";"False";"green";"FRBCK02.stago.grp";"connected";"running";"green";"False";"45284,7514814815";;"25569,0416666667";"45279,0209027778";"4";"8192";"2";"7";"intel-cascadelake";"normal";"True";"True";"192.168.252.8";"Vlan 17";"Stago-Stockage-Vlan3000";;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Depot de sauvegarde";;"True";"notConfigured";"gray";"-1";"-1";"4468450";"4360670";"4352085";;;;;;"False";"0";"10000";"False";"False";"efi";"11";"none";"never";;"[ssd-013581] FRBCK02/FRBCK02.vmx";"[ssd-013581] FRBCK02/";"[ssd-013581] FRBCK02/";"[ssd-013581] FRBCK02/";"PROD - Backup repository Clusters SQL";;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.73";"Microsoft Windows Server 2012 (64-bit)";"Microsoft Windows Server 2019 (64-bit)";"vm-13153";"42369c86-387c-127c-6d57-0b68ef48fe71";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRBCK11";"poweredOn";"False";"False";"green";"FRBCK11.stago.grp";"connected";"running";"green";"False";"45159,660150463";;"25569,0416666667";"45282,941724537";"8";"16384";"1";"4";"intel-cascadelake";"normal";"True";"False";"172.31.213.100";"VLAN213";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-NetBackup";;"True";"notConfigured";"gray";"-1";"-1";"487675";"355014";"338379";;;;;;"False";"0";"10000";"False";"False";"efi";"11";"none";"never";;"[pcc-006965] FRBCK11/FRBCK11.vmx";"[pcc-006965] FRBCK11/";"[pcc-006965] FRBCK11/";"[pcc-006965] FRBCK11/";"Netbackup - Master server ";;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.76";"Microsoft Windows Server 2012 (64-bit)";"Microsoft Windows Server 2019 (64-bit)";"vm-38531";"4236ca42-a9d2-43d0-8a67-383f6b98d79c";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRBI401";"poweredOn";"False";"False";"green";"FRBI401.stago.grp";"connected";"running";"green";"False";"44328,6926967593";;"25569,0416666667";"45296,6808564815";"16";"65536";"1";"3";"intel-sandybridge";"normal";"True";"True";"172.31.212.193";"Vlan 17";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-BI";;"True";"notConfigured";"gray";"-1";"-1";"603654";"548140";"482085";;;;;;"False";"0";"10000";"False";"False";"bios";"8";"none";"never";;"[ssd-017937] FRBI401/FRBI401.vmx";"[ssd-017937] FRBI401/";"[ssd-017937] FRBI401/";"[ssd-017937] FRBI401/";"SAP BI 4.1 -  PROD";;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.78";"Microsoft Windows Server 2012 (64-bit)";"Microsoft Windows Server 2012 (64-bit)";"vm-219665";"4236ee84-a05c-06b0-1fbb-3b6eea3976b0";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRBI496";"poweredOn";"False";"False";"green";"FRBI496.stago.grp";"connected";"running";"green";"False";"44328,6926967593";;"25569,0416666667";"45299,3715740741";"8";"16384";"1";"3";"intel-sandybridge";"normal";"True";"True";"172.31.212.247";"Vlan 17";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-BI";;"True";"notConfigured";"gray";"-1";"-1";"201067";"159072";"142325";;;;;;"False";"0";"10000";"False";"False";"bios";"8";"none";"never";;"[ssd-017937] FRBI496/FRBI496.vmx";"[ssd-017937] FRBI496/";"[ssd-017937] FRBI496/";"[ssd-017937] FRBI496/";"MS Updates - 20160211";;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.50";"Microsoft Windows Server 2012 (64-bit)";"Microsoft Windows Server 2012 (64-bit)";"vm-219668";"564dbb43-5499-4403-e471-3f4e45e7db48";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRBI497_restored";"poweredOn";"False";"False";"green";"FRBI497.stago.grp";"connected";"running";"green";"False";"45277,2531944444";;"25569,0416666667";"45297,0213773148";"4";"16384";"1";"3";"intel-cascadelake";"normal";"True";"True";"172.31.215.120";"STAGO-OVH-VLAN29";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PREPROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Pre-Production/Stago -Business Objet BI4";;"True";"notConfigured";"gray";"-1";"-1";"170242";"126529";"109886";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[pcc-008128] FRBI497_restored_2/FRBI497_restored.vmx";"[pcc-008128] FRBI497_restored_2/";"[pcc-008128] FRBI497_restored_2/";"[pcc-008128] FRBI497_restored_2/";"SAP BI 4.1 - DEV";;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.75";"Microsoft Windows Server 2012 (64-bit)";"Microsoft Windows Server 2012 (64-bit)";"vm-624964";"42363a6b-494f-0c38-1a1b-9450cea3e30e";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRBI499";"poweredOn";"False";"False";"green";"FRBI499.stago.grp";"connected";"running";"green";"False";"45298,2507291667";;"25569,0416666667";"45297,0240393519";"4";"16384";"1";"3";"intel-cascadelake";"normal";"True";"True";"172.31.212.49";"Vlan 17";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-TEST";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Test/Stago-Business Object BI4";;"True";"notConfigured";"gray";"-1";"-1";"180750";"168776";"151866";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[ssd-013581] FRBI499/FRBI499.vmx";"[ssd-013581] FRBI499/";"[ssd-013581] FRBI499/";"[ssd-013581] FRBI499/";"SAP BI 4.1 - TST";;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.79";"Microsoft Windows Server 2008 R2 (64-bit)";"Microsoft Windows Server 2012 (64-bit)";"vm-24228";"4236bc6d-284e-1274-ad50-7c6fa7524154";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRBIO08";"poweredOn";"False";"False";"green";"FRBIO08.stago.grp";"connected";"running";"green";"False";"45276,0316087963";;"44663,3662152778";"45299,3715740741";"2";"8192";"1";"4";"intel-cascadelake";"normal";"True";"False";"172.31.215.140";"STAGO-OVH-VLAN29";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources";"/pcc-178-33-102-147_datacenter4337";;"True";"notConfigured";"gray";"-1";"-1";"7409804";"4967456";"4959123";;;;;;"False";"0";"10000";"False";"False";"bios";"19";"none";"never";;"[pcc-007875] FRBIO08/FRBIO08.vmx";"[pcc-007875] FRBIO08/";"[pcc-007875] FRBIO08/";"[pcc-007875] FRBIO08/";;;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.52";"Microsoft Windows Server 2012 (64-bit)";"Microsoft Windows Server 2019 (64-bit)";"vm-644928";"4226d558-6745-3fab-4106-b13dcc573e66";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRBZT01";"poweredOn";"False";"False";"green";"FRBZT01.stago.grp";"connected";"running";"green";"False";"45284,2512384259";;"25569,0416666667";"45298,0788657407";"4";"6144";"1";"2";"intel-cascadelake";"normal";"True";"True";"172.31.212.142";"Vlan 17";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Biztalk";;"True";"notConfigured";"gray";"-1";"-1";"149792";"55511";"49078";;;;;;"False";"0";"10000";"False";"False";"efi";"11";"none";"never";;"[ssd-013658] FRBZT01/FRBZT01.vmx";"[ssd-013658] FRBZT01/";"[ssd-013658] FRBZT01/";"[ssd-013658] FRBZT01/";"MS Updates - 20151008";;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.79";"Microsoft Windows Server 2012 (64-bit)";"Microsoft Windows Server 2019 (64-bit)";"vm-37953";"42363e9f-1a42-86e3-cf1d-ebd5acf863b5";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRBZT97";"poweredOn";"False";"False";"green";;"connected";"notRunning";"gray";"False";"45277,2533564815";;"25569,0416666667";"45297,0211458333";"4";"12288";"1";"2";"intel-cascadelake";"normal";"True";"True";;"Vlan 17";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PREPROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Pre-Production/Stago-Biztalk";;"True";"notConfigured";"gray";"-1";"-1";"125015";"122892";"110516";;;;;;"False";"0";"10000";"False";"False";"bios";"11";"none";"never";;"[pcc-008197] FRBZT97/FRBZT97.vmx";"[pcc-008197] FRBZT97/";"[pcc-008197] FRBZT97/";"[pcc-008197] FRBZT97/";"MS Updates - 20151008";;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.76";"Microsoft Windows Server 2012 (64-bit)";;"vm-21378";"4236f1c8-7ec6-e87b-d0c9-27c2c13b8e15";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRBZT99";"poweredOn";"False";"False";"green";"FRBZT99.stago.grp";"connected";"running";"green";"False";"45298,2511342593";;"25569,0416666667";"45297,0209027778";"4";"16384";"1";"3";"intel-cascadelake";"normal";"True";"True";"172.31.212.144";"Vlan 17";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PREPROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Test/Stago-Biztalk";;"True";"notConfigured";"gray";"-1";"-1";"1168654";"1165243";"1148629";;;;;;"False";"0";"10000";"False";"False";"efi";"11";"none";"never";;"[pcc-008011] FRBZT99/FRBZT99.vmx";"[pcc-008011] FRBZT99/";"[pcc-008011] FRBZT99/";"[pcc-008011] FRBZT99/";"Biztalk - TEST";;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.75";"Microsoft Windows Server 2012 (64-bit)";"Microsoft Windows Server 2019 (64-bit)";"vm-15050";"4236ccd1-67a1-7af8-b2e4-56ae6ebe7426";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRCAM10";"poweredOn";"False";"False";"green";"frcam10.stago.grp";"connected";"running";"green";"False";"45270,7503240741";;"25569,0416666667";"45298,4113888889";"4";"16384";"1";"2";"intel-cascadelake";"normal";"True";"True";"172.31.210.72";"Vlan 6";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Video Surveillance";;"True";"notConfigured";"gray";"-1";"-1";"180754";"90208";"73293";;;;;;"False";"0";"10000";"False";"False";"efi";"11";"none";"never";;"[pcc-007875] FRCAM10/FRCAM10.vmx";"[pcc-007875] FRCAM10/";"[pcc-007875] FRCAM10/";"[pcc-007875] FRCAM10/";"MS Updates - 20170302 Vlan 17 60GB/4vcpu/8GB RAM";;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.71";"Microsoft Windows Server 2012 (64-bit)";"Microsoft Windows Server 2019 (64-bit)";"vm-410882";"4236aba8-f9e7-bf33-626e-11cd47a0cc46";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRCHM01";"poweredOn";"False";"False";"green";"FRCHM01.stago.grp";"connected";"running";"green";"False";"45277,2502662037";;"25569,0416666667";"45296,6388657407";"2";"4096";"1";"3";"intel-cascadelake";"low";"True";"True";"172.31.213.129";"VLAN213";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Depot de sauvegarde";;"True";"notConfigured";"gray";"-1";"-1";"2234503";"1948004";"1943772";;;;;;"False";"0";"10000";"False";"False";"efi";"11";"none";"never";;"[ssd-016714] FRCHM01/FRCHM01.vmx";"[ssd-016714] FRCHM01/";"[ssd-016714] FRCHM01/";"[ssd-016714] FRCHM01/";"Depot de sauvegardes";;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.76";"Microsoft Windows Server 2012 (64-bit)";"Microsoft Windows Server 2019 (64-bit)";"vm-12424";"423619a3-f139-c606-23e6-5ddcc86ec775";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
"FRCOM02";"poweredOn";"False";"False";"green";"FRCOM02.stago.grp";"connected";"running";"green";"False";"45277,2519212963";;"25569,0416666667";"45299,2337037037";"2";"4096";"1";"2";"intel-cascadelake";"normal";"True";"True";"172.31.212.106";"Vlan 17";;;;;;;;"1";;"/pcc-178-33-102-147_datacenter4337/Cluster1/Resources/STAGO-PROD";"/pcc-178-33-102-147_datacenter4337/INFRA STAGO/Production/Stago-Gestion des affichages dynamique du groupe";;"True";"notConfigured";"gray";"-1";"-1";"188511";"140969";"136777";;;;;;"False";"0";"10000";"False";"False";"efi";"11";"none";"never";;"[pcc-008128] FRCOM02/FRCOM02.vmx";"[pcc-008128] FRCOM02/";"[pcc-008128] FRCOM02/";"[pcc-008128] FRCOM02/";"Serveur de gestion des affichages du Lodge";;;"pcc-178-33-102-147_datacenter4337";"Cluster1";"172.17.20.78";"Microsoft Windows Server 2012 (64-bit)";"Microsoft Windows Server 2019 (64-bit)";"vm-14365";"4236d666-ea37-958d-b20a-42b179ba59b7";"VMware vCenter Server 7.0.3 build-20845200";;"pcc-178-33-102-147.ovh.com";"pcc-178-33-102-147.ovh.com"
